,Date,Symbol,Open,High,Low,Close,SP,Vol,OI
0,2013-08-28,S50U13C825,0,0,0,0,58.1,0,0.0
1,2013-08-29,S50U13C825,64.9,64.9,64.9,64.9,64.9,1,1.0
2,2013-08-30,S50U13C825,56.1,69.9,56.1,69.9,65.9,2,2.0
3,2013-09-02,S50U13C825,0,0,0,0,81.5,0,2.0
4,2013-09-03,S50U13C825,79.9,79.9,79.9,79.9,77.9,1,2.0
5,2013-09-04,S50U13C825,0,0,0,0,68.4,0,2.0
6,2013-09-05,S50U13C825,0,0,0,0,75.2,0,2.0
7,2013-09-06,S50U13C825,0,0,0,0,89.4,0,2.0
8,2013-09-09,S50U13C825,110.0,110.0,110.0,110.0,126.1,1,2.0
9,2013-09-10,S50U13C825,0,0,0,0,132.5,0,2.0
10,2013-09-11,S50U13C825,0,0,0,0,144.9,0,2.0
11,2013-09-12,S50U13C825,0,0,0,0,131.4,0,2.0
12,2013-09-13,S50U13C825,0,0,0,0,132.0,0,2.0
13,2013-09-16,S50U13C825,155.1,155.1,155.1,155.1,164.1,1,2.0
14,2013-09-17,S50U13C825,0,0,0,0,163.4,0,2.0
15,2013-09-18,S50U13C825,0,0,0,0,157.2,0,2.0
16,2013-09-19,S50U13C825,0,0,0,0,193.9,0,2.0
17,2013-09-20,S50U13C825,0,0,0,0,192.2,0,2.0
18,2013-09-23,S50U13C825,0,0,0,0,158.1,0,2.0
19,2013-09-24,S50U13C825,0,0,0,0,143.6,0,2.0
20,2013-09-25,S50U13C825,0,0,0,0,157.9,0,2.0
21,2013-09-26,S50U13C825,0,0,0,0,148.1,0,2.0
22,2013-09-27,S50U13C825,0,0,0,0,966.46,0,0.0
23,2013-08-26,S50U13C850,0,0,0,0,63.1,0,0.0
24,2013-08-27,S50U13C850,46.5,46.5,40.1,40.1,40.1,6,6.0
25,2013-08-28,S50U13C850,0,0,0,0,41.2,0,6.0
26,2013-08-29,S50U13C850,0,0,0,0,48.5,0,6.0
27,2013-08-30,S50U13C850,0,0,0,0,46.5,0,6.0
28,2013-09-02,S50U13C850,51.4,51.4,47.0,47.0,47.0,9,15.0
29,2013-09-03,S50U13C850,48.5,48.5,48.5,48.5,48.5,1,16.0
30,2013-09-04,S50U13C850,0,0,0,0,48.8,0,16.0
31,2013-09-05,S50U13C850,0,0,0,0,54.5,0,16.0
32,2013-09-06,S50U13C850,0,0,0,0,66.8,0,16.0
33,2013-09-09,S50U13C850,79.9,79.9,79.9,79.9,84.0,2,17.0
34,2013-09-10,S50U13C850,102.0,110.0,102.0,110.0,110.0,3,17.0
35,2013-09-11,S50U13C850,0,0,0,0,120.0,0,17.0
36,2013-09-12,S50U13C850,0,0,0,0,106.7,0,17.0
37,2013-09-13,S50U13C850,0,0,0,0,107.1,0,17.0
38,2013-09-16,S50U13C850,126.9,126.9,126.9,126.9,139.1,1,17.0
39,2013-09-17,S50U13C850,0,0,0,0,138.4,0,17.0
40,2013-09-18,S50U13C850,0,0,0,0,132.3,0,17.0
41,2013-09-19,S50U13C850,0,0,0,0,168.9,0,17.0
42,2013-09-20,S50U13C850,0,0,0,0,167.2,0,17.0
43,2013-09-23,S50U13C850,0,0,0,0,133.1,0,17.0
