,Date,Symbol,Open,High,Low,Close,SP,Vol,OI
0,2014-03-28,S50U14P875,23.0,23.0,16.0,16.0,16.0,6,6.0
1,2014-03-31,S50U14P875,0,0,0,0,18.8,0,6.0
2,2014-04-01,S50U14P875,0,0,0,0,16.6,0,6.0
3,2014-04-02,S50U14P875,0,0,0,0,13.1,0,6.0
4,2014-04-03,S50U14P875,0,0,0,0,14.0,0,6.0
5,2014-04-04,S50U14P875,0,0,0,0,13.9,0,6.0
6,2014-04-08,S50U14P875,0,0,0,0,16.1,0,6.0
7,2014-04-09,S50U14P875,0,0,0,0,14.0,0,6.0
8,2014-04-10,S50U14P875,0,0,0,0,12.5,0,6.0
9,2014-04-11,S50U14P875,0,0,0,0,11.4,0,6.0
10,2014-04-16,S50U14P875,0,0,0,0,8.5,0,6.0
11,2014-04-17,S50U14P875,0,0,0,0,7.6,0,6.0
12,2014-04-18,S50U14P875,0,0,0,0,7.4,0,6.0
13,2014-04-21,S50U14P875,0,0,0,0,6.8,0,6.0
14,2014-04-22,S50U14P875,0,0,0,0,6.5,0,6.0
15,2014-04-23,S50U14P875,0,0,0,0,5.3,0,6.0
16,2014-04-24,S50U14P875,3.1,3.1,3.1,3.1,3.3,1,6.0
17,2014-04-25,S50U14P875,0,0,0,0,6.0,0,6.0
18,2014-04-28,S50U14P875,0,0,0,0,4.8,0,6.0
19,2014-04-29,S50U14P875,0,0,0,0,4.7,0,6.0
20,2014-04-30,S50U14P875,0,0,0,0,4.1,0,6.0
21,2014-05-02,S50U14P875,0,0,0,0,3.4,0,6.0
22,2014-05-06,S50U14P875,0,0,0,0,3.2,0,6.0
23,2014-05-07,S50U14P875,0,0,0,0,2.9,0,6.0
24,2014-05-08,S50U14P875,0,0,0,0,7.9,0,6.0
25,2014-05-09,S50U14P875,0,0,0,0,7.2,0,6.0
26,2014-05-12,S50U14P875,0,0,0,0,6.9,0,6.0
27,2014-05-14,S50U14P875,0,0,0,0,6.3,0,6.0
28,2014-05-15,S50U14P875,0,0,0,0,5.5,0,6.0
29,2014-05-16,S50U14P875,0,0,0,0,4.5,0,6.0
30,2014-05-19,S50U14P875,0,0,0,0,3.6,0,6.0
31,2014-05-20,S50U14P875,0,0,0,0,6.2,0,6.0
32,2014-05-21,S50U14P875,0,0,0,0,5.1,0,6.0
33,2014-05-22,S50U14P875,0,0,0,0,4.5,0,6.0
34,2014-05-23,S50U14P875,0,0,0,0,5.2,0,6.0
35,2014-05-26,S50U14P875,0,0,0,0,6.1,0,6.0
36,2014-05-27,S50U14P875,0,0,0,0,5.4,0,6.0
37,2014-05-28,S50U14P875,0,0,0,0,4.3,0,6.0
38,2014-05-29,S50U14P875,0,0,0,0,3.5,0,6.0
39,2014-05-30,S50U14P875,0,0,0,0,2.8,0,6.0
40,2014-06-02,S50U14P875,4.0,4.0,4.0,4.0,4.0,1,7.0
41,2014-06-03,S50U14P875,0,0,0,0,2.5,0,7.0
42,2014-06-04,S50U14P875,0,0,0,0,2.4,0,7.0
43,2014-06-05,S50U14P875,5.0,5.0,4.0,4.0,4.0,10,10.0
44,2014-06-06,S50U14P875,0,0,0,0,1.5,0,10.0
45,2014-06-09,S50U14P875,0,0,0,0,1.2,0,10.0
46,2014-06-10,S50U14P875,3.0,3.0,3.0,3.0,3.0,5,15.0
47,2014-06-11,S50U14P875,0,0,0,0,1.0,0,15.0
48,2014-06-12,S50U14P875,0,0,0,0,1.1,0,15.0
49,2014-06-13,S50U14P875,0,0,0,0,1.0,0,15.0
50,2014-06-16,S50U14P875,4.0,4.0,4.0,4.0,4.0,1,15.0
51,2014-06-17,S50U14P875,4.0,4.0,3.8,4.0,3.9,11,20.0
