,Date,Symbol,Open,High,Low,Close,SP,Vol,OI
0,2023-03-15,S50H23P800,0.7,0.7,0.7,0.7,0.5,41,41.0
1,2023-03-16,S50H23P800,0.5,0.6,0.4,0.4,0.4,166,196.0
2,2023-03-17,S50H23P800,0,0,0,0,0.1,0,196.0
3,2023-03-20,S50H23P800,0,0,0,0,0.1,0,196.0
4,2023-03-21,S50H23P800,0,0,0,0,0.1,0,196.0
5,2023-03-22,S50H23P800,0,0,0,0,0.1,0,196.0
6,2023-03-23,S50H23P800,0,0,0,0,0.1,0,196.0
7,2023-03-24,S50H23P800,0,0,0,0,0.1,0,196.0
8,2023-03-27,S50H23P800,0,0,0,0,0.1,0,196.0
9,2023-03-28,S50H23P800,0,0,0,0,0.1,0,196.0
10,2023-03-29,S50H23P800,0,0,0,0,0.1,0,196.0
11,2023-03-30,S50H23P800,0,0,0,0,968.42,0,196.0
12,2022-10-12,S50H23P825,2.8,2.8,2.7,2.7,2.7,2,2.0
13,2022-10-17,S50H23P825,2.5,2.5,1.9,1.9,1.9,52,53.0
14,2022-10-18,S50H23P825,2.1,2.1,1.6,1.6,1.6,33,86.0
15,2022-10-19,S50H23P825,0,0,0,0,0.5,0,86.0
16,2022-10-20,S50H23P825,1.6,2.4,1.4,2.4,2.3,47,123.0
17,2022-10-21,S50H23P825,1.6,2.3,1.4,2.3,2.1,40,153.0
18,2022-10-25,S50H23P825,1.5,1.5,1.3,1.3,1.3,7,160.0
19,2022-10-26,S50H23P825,1.2,1.3,1.2,1.3,1.3,17,167.0
20,2022-10-27,S50H23P825,1.4,1.4,1.0,1.0,1.0,24,173.0
21,2022-10-28,S50H23P825,0.9,0.9,0.7,0.7,0.7,7,180.0
22,2022-10-31,S50H23P825,1.1,1.1,0.6,0.8,0.8,13,188.0
23,2022-11-01,S50H23P825,0.8,0.8,0.6,0.6,0.6,6,189.0
24,2022-11-02,S50H23P825,0.6,0.6,0.6,0.6,0.6,9,193.0
25,2022-11-03,S50H23P825,0.6,0.6,0.6,0.6,0.6,26,211.0
26,2022-11-04,S50H23P825,0.7,0.7,0.6,0.6,0.7,40,248.0
27,2022-11-07,S50H23P825,0.8,0.8,0.8,0.8,0.8,5,253.0
28,2022-11-08,S50H23P825,0.9,1.0,0.8,1.0,1.0,69,291.0
29,2022-11-09,S50H23P825,0.9,1.1,0.9,0.9,0.9,47,296.0
30,2022-11-10,S50H23P825,1.1,1.2,1.0,1.0,1.0,50,337.0
31,2022-11-11,S50H23P825,0.9,0.9,0.8,0.8,0.8,8,338.0
32,2022-11-14,S50H23P825,0,0,0,0,0.1,0,338.0
33,2022-11-15,S50H23P825,0.5,0.8,0.5,0.8,0.8,4,339.0
34,2022-11-16,S50H23P825,0.8,0.8,0.8,0.8,0.8,11,342.0
35,2022-11-17,S50H23P825,0.6,0.8,0.6,0.7,0.7,19,361.0
36,2022-11-18,S50H23P825,0.6,0.7,0.6,0.7,0.7,4,362.0
37,2022-11-21,S50H23P825,0.6,0.7,0.6,0.7,0.7,3,363.0
38,2022-11-22,S50H23P825,0.6,0.6,0.6,0.6,0.6,3,363.0
39,2022-11-23,S50H23P825,0.6,0.6,0.5,0.5,0.5,10,367.0
40,2022-11-24,S50H23P825,0,0,0,0,0.1,0,367.0
41,2022-11-25,S50H23P825,0.4,0.7,0.4,0.5,0.5,56,419.0
42,2022-11-28,S50H23P825,0.6,0.6,0.6,0.6,0.6,2,419.0
43,2022-11-29,S50H23P825,0.6,0.6,0.6,0.6,0.6,3,422.0
44,2022-11-30,S50H23P825,0.6,0.6,0.5,0.5,0.5,17,417.0
45,2022-12-01,S50H23P825,0.5,0.5,0.4,0.4,0.4,10,427.0
46,2022-12-02,S50H23P825,0.7,0.7,0.4,0.4,0.4,28,451.0
47,2022-12-06,S50H23P825,0.4,0.5,0.4,0.5,0.5,7,455.0
48,2022-12-07,S50H23P825,0.4,0.4,0.4,0.4,0.4,300,677.0
