,Date,Symbol,Open,High,Low,Close,SP,Vol,OI
0,2022-05-10,S50M22P850,1.8,2.3,1.1,1.4,1.2,767,758.0
1,2022-05-11,S50M22P850,1.3,1.6,1.2,1.3,1.3,319,1070.0
2,2022-05-12,S50M22P850,1.4,2.8,1.4,2.8,2.7,1327,2268.0
3,2022-05-13,S50M22P850,2.4,2.5,1.9,2.3,2.3,888,3094.0
4,2022-05-17,S50M22P850,1.9,1.9,1.0,1.2,1.1,445,3369.0
5,2022-05-18,S50M22P850,1.0,1.3,0.8,0.8,0.8,372,3293.0
6,2022-05-19,S50M22P850,1.4,1.5,1.1,1.4,1.4,483,3644.0
7,2022-05-20,S50M22P850,1.0,1.0,0.6,0.8,0.8,219,3721.0
8,2022-05-23,S50M22P850,0.9,0.9,0.5,0.5,0.5,198,3777.0
9,2022-05-24,S50M22P850,0.6,0.6,0.4,0.5,0.5,140,3812.0
10,2022-05-25,S50M22P850,0.4,0.6,0.4,0.6,0.6,126,3864.0
11,2022-05-26,S50M22P850,0.4,0.4,0.4,0.4,0.4,37,3853.0
12,2022-05-27,S50M22P850,0.3,0.3,0.3,0.3,0.3,161,3886.0
13,2022-05-30,S50M22P850,0.3,0.3,0.3,0.3,0.3,110,3877.0
14,2022-05-31,S50M22P850,0.2,0.2,0.2,0.2,0.2,9,3877.0
15,2022-06-01,S50M22P850,0.3,0.4,0.3,0.3,0.3,189,3726.0
16,2022-06-02,S50M22P850,0.3,0.3,0.3,0.3,0.3,131,3596.0
17,2022-06-06,S50M22P850,0.2,0.3,0.2,0.3,0.3,22,3596.0
18,2022-06-07,S50M22P850,0.3,0.3,0.3,0.3,0.3,1,3596.0
19,2022-06-08,S50M22P850,0.1,0.1,0.1,0.1,0.1,1,3596.0
20,2022-06-09,S50M22P850,0.1,0.1,0.1,0.1,0.1,62,3626.0
21,2022-06-10,S50M22P850,0.1,0.1,0.1,0.1,0.1,1,3627.0
22,2022-06-13,S50M22P850,0.2,0.3,0.1,0.3,0.3,132,3527.0
23,2022-06-14,S50M22P850,0.2,0.3,0.1,0.1,0.1,11,3533.0
24,2022-06-15,S50M22P850,0.2,0.2,0.2,0.2,0.1,1,3534.0
25,2022-06-16,S50M22P850,0.2,0.3,0.2,0.3,0.3,17,3535.0
26,2022-06-17,S50M22P850,0.3,0.4,0.2,0.2,0.2,772,4206.0
27,2022-06-20,S50M22P850,0.2,0.2,0.2,0.2,0.2,10,4216.0
28,2022-06-21,S50M22P850,0.1,0.1,0.1,0.1,0.1,1,4216.0
29,2022-06-22,S50M22P850,0.2,0.2,0.2,0.2,0.2,52,4223.0
30,2022-06-23,S50M22P850,0.1,0.1,0.1,0.1,0.1,259,3969.0
31,2022-06-24,S50M22P850,0.1,0.1,0.1,0.1,0.1,20,3984.0
32,2022-06-27,S50M22P850,0,0,0,0,0.1,0,3984.0
33,2022-06-28,S50M22P850,0,0,0,0,0.1,0,3984.0
34,2022-06-29,S50M22P850,0,0,0,0,962.49,0,3984.0
35,2021-12-29,S50M22P875,9.0,10.9,9.0,9.6,9.6,449,447.0
36,2021-12-30,S50M22P875,8.1,8.6,8.1,8.2,8.2,30,462.0
37,2022-01-04,S50M22P875,8.0,8.2,6.9,7.0,7.0,444,867.0
38,2022-01-05,S50M22P875,7.1,7.1,6.9,6.9,6.9,278,1145.0
39,2022-01-06,S50M22P875,8.0,8.8,7.6,8.8,8.7,253,1363.0
40,2022-01-07,S50M22P875,8.3,9.0,8.3,9.0,9.0,76,1432.0
41,2022-01-10,S50M22P875,9.4,9.5,9.0,9.0,9.0,114,1543.0
42,2022-01-11,S50M22P875,8.5,8.5,7.5,8.0,8.0,133,1608.0
43,2022-01-12,S50M22P875,6.2,7.7,6.2,7.6,7.6,234,1752.0
44,2022-01-13,S50M22P875,7.4,7.6,7.0,7.4,7.4,129,1823.0
45,2022-01-14,S50M22P875,7.6,7.6,7.0,7.5,7.5,34,1821.0
46,2022-01-17,S50M22P875,7.2,7.2,6.1,6.8,6.8,146,1883.0
47,2022-01-18,S50M22P875,6.5,8.0,6.5,7.7,7.9,244,2097.0
48,2022-01-19,S50M22P875,7.9,8.9,7.6,8.0,8.0,158,2207.0
49,2022-01-20,S50M22P875,7.9,8.0,7.6,7.8,7.8,180,2252.0
50,2022-01-21,S50M22P875,8.7,10.0,8.2,9.0,8.9,492,2634.0
51,2022-01-24,S50M22P875,9.0,9.2,8.5,9.2,9.1,64,2670.0
