,Remaining Day,Minimum,-2.0 S.D.,-1.5 S.D.,-1.0 S.D.,-0.5 S.D.,Median,Mean,+0.5 S.D.,+1.0 S.D.,+1.5 S.D.,+2.0 S.D.,Maximum
97,28,14.028776978417266,4.531120358654643,10.39637969683869,16.261639035022736,22.12689837320678,26.68471234647705,27.992157711390828,33.85741704957488,39.72267638775892,45.58793572594297,51.453195064127016,81.9672131147541
98,27,13.380281690140846,3.749904671003165,10.081642035803863,16.413379400604562,22.745116765405257,28.070471068070674,29.076854130205955,35.408591495006654,41.74032885980735,48.07206622460805,54.403803589408746,89.28571428571429
99,26,14.275256222547581,2.3053175702846467,9.153547954007092,16.001778337729537,22.85000872145198,28.413294532950964,29.698239105174427,36.546469488896875,43.39469987261931,50.242930256341765,57.0911606400642,96.15384615384615
100,25,13.843648208469054,2.5116446222472852,9.47933131253314,16.447018002818997,23.414704693104852,29.54793855121744,30.382391383390708,37.35007807367656,44.317764763962415,51.285451454248275,58.253138144534134,95.23809523809524
101,24,14.79514415781487,3.176402068269457,10.034784895503524,16.893167722737594,23.75155054997166,28.330783625411485,30.609933377205728,37.468316204439795,44.32669903167386,51.185081858907935,58.043464686142,93.45794392523365
102,23,14.559068219633943,8.162545108455891,13.783552593369969,19.404560078284046,25.025567563198123,28.71926229508197,30.6465750481122,36.26758253302628,41.88859001794036,47.50959750285443,53.13060498776851,65.78947368421053
103,22,14.344262295081966,10.359732228932241,15.419582990502388,20.47943375207253,25.539284513642677,29.631043256997458,30.599135275212824,35.65898603678297,40.71883679835312,45.778687559923256,50.8385383214934,59.52380952380953
104,21,14.297385620915033,11.466957766015241,16.42108336402656,21.37520896203788,26.329334560049197,30.79606764888981,31.283460158060517,36.23758575607184,41.191711354083154,46.14583695209447,51.09996255010579,54.34782608695652
105,20,15.652951699463328,10.874713112571026,16.018752779282657,21.162792445994285,26.306832112705916,30.817353347883312,31.450871779417547,36.594911446129174,41.73895111284081,46.882990779552436,52.027030446264064,54.404145077720216
106,19,15.901060070671377,11.271876694961865,16.79577562016879,22.31967454537572,27.843573470582644,33.25077584148961,33.36747239578957,38.8913713209965,44.41527024620342,49.93916917141035,55.46306809661728,60.97560975609757
107,18,16.084558823529413,11.103441131239041,16.81023502212345,22.517028913007856,28.223822803892265,31.499352466892258,33.930616694776674,39.63741058566108,45.34420447654549,51.0509983674299,56.75779225831431,62.87425149700598
108,17,16.5719696969697,11.529699560316484,17.347117644379587,23.164535728442694,28.981953812505797,32.0443585974473,34.7993718965689,40.61678998063201,46.434208064695106,52.25162614875821,58.06904423282131,66.87898089171975
